paper_id,venue,year,title_acronym_count,title_word_count,title_acronym_density,abstract_acronym_count,abstract_word_count,abstract_acronym_density,title_acronyms,abstract_acronyms,arxiv_primary_category
1987_91fc23ceccb664ebb0cf4257e1ba9c51,neurips,1987,0,11,0.0,1,133,0.7519,,XOR,
1987_a0a81eed87dd44d6504fed5f81f6de5a,neurips,1987,0,9,0.0,0,42,0.0,,,
1987_afe8a4577080504b8bec07bbe4b2b9cc,neurips,1987,0,17,0.0,0,86,0.0,,,
1987_afacc5db3e0e85b446e6c7727cd7dca5,neurips,1987,0,4,0.0,0,208,0.0,,,
1987_98ae8cb22462884b1b8c0b351779292b,neurips,1987,0,10,0.0,6,213,2.8169,,NP|NP|NP|NP|TSP|NP,
1987_ae5bb54885c12561e43ac87f6f89e934,neurips,1987,0,0,0.0,9,206,4.3689,,BAM|BAM|BAM|BAM|BAM|BAM|BAM|DLS|DLS,
1987_b2801c6afc7057f3a3d331a71a028611,neurips,1987,0,5,0.0,0,116,0.0,,,
1987_9fccde8a665c57cbde962b405ee6a44b,neurips,1987,0,10,0.0,2,354,0.565,,TH|FRG,
1987_853f7b3615411c82a2ae439ab8c4c96e,neurips,1987,0,13,0.0,0,96,0.0,,,
1987_a1126573153ad7e9f44ba80e99316482,neurips,1987,0,3,0.0,1,166,0.6024,,BDMM,
1987_935ad074f32d1e8f085a143449894cdc,neurips,1987,0,4,0.0,0,105,0.0,,,
1987_a05a7b15b2006378156a777243d58818,neurips,1987,0,0,0.0,0,0,0.0,,,
1987_b328b0417abe3085884133503d2bc151,neurips,1987,0,12,0.0,8,336,2.381,,HPC|HPC|HPC|HPC|HPC|HPC|HPC|HPC,
1987_b3cd73d353d39e5cf6f6e9ff8d14c87f,neurips,1987,0,5,0.0,1,96,1.0417,,ANN,
1987_b422680f3db0986ddd7f8f126baaf0fa,neurips,1987,0,7,0.0,0,310,0.0,,,
1987_bbf0dfe4064e04b4d24bce800ea5abba,neurips,1987,0,13,0.0,0,145,0.0,,,
1987_b9799a12d683d136cc817f94b73a8938,neurips,1987,0,7,0.0,3,341,0.8798,,NJ|CMOS|VAX,
1987_b95b58ff6d46d4b7ef2b3e2fd0ddb24c,neurips,1987,0,9,0.0,0,118,0.0,,,
1987_b559156047e50cf316207249d0b5a6c5,neurips,1987,0,12,0.0,8,349,2.2923,,CA|ANS|ANS|ANS|ANS|ANS|ANS|GD,
1987_bc19061f88f16e9ed4a18f0bbd47048a,neurips,1987,0,6,0.0,0,37,0.0,,,
1987_baf570e47e7f4e314a9ffb72c4a5459c,neurips,1987,0,6,0.0,0,87,0.0,,,
1987_d162c44a3b7215f415cfe881329ed408,neurips,1987,0,9,0.0,0,151,0.0,,,
1987_c0987e6b6da2428e8cd43efa74790ccb,neurips,1987,0,9,0.0,0,49,0.0,,,
1987_c48e820389ae2420c1ad9d5856e1e41c,neurips,1987,0,6,0.0,0,75,0.0,,,
1987_ca8d99f92af40381763ab9fd7f926a57,neurips,1987,0,3,0.0,1,89,1.1236,,NAND,
1987_d59a1dc497cf2773637256f50f492723,neurips,1987,0,8,0.0,1,117,0.8547,,TIle,
1987_cd3a9a55f7f3723133fa4a13628cdf03,neurips,1987,0,8,0.0,0,95,0.0,,,
1987_d0b9a3081f811b2a307c38ad457a487c,neurips,1987,0,9,0.0,0,92,0.0,,,
1987_cdb1bbbe8f246aa0942da408d79f19ca,neurips,1987,0,14,0.0,1,346,0.289,,NP,
1987_c0d16b623be8b439d9c075eb5a97efd1,neurips,1987,0,9,0.0,5,310,1.6129,,APNN|APNN|APNN|APNN|APNN,
1987_d8e3068a1b4ad91b2066d3e1780593ee,neurips,1987,0,8,0.0,0,148,0.0,,,
1987_d0e33d1c7888753180d9ccc28c983685,neurips,1987,0,16,0.0,0,129,0.0,,,
1987_d9cd83bc91b8c36a0c7c0fcca59228f2,neurips,1987,0,0,0.0,7,353,1.983,,LTP|IPSP|LHP|AHP|LTP|LOT|AHP,
1987_d9e5bd751997cffa6bc2d0e31ebdc048,neurips,1987,0,7,0.0,0,104,0.0,,,
1987_de081105cd68393144944696d3fb6778,neurips,1987,0,8,0.0,2,87,2.2989,,SIMD|CM,
1987_e09d45e14e9ece7142217550ddd3c4d0,neurips,1987,0,9,0.0,0,206,0.0,,,
1987_e8a21a93f244b29e4da50ccbe409c28f,neurips,1987,0,8,0.0,0,75,0.0,,,
1987_f77e8ab11fcfa3f83e20d59b0a87f374,neurips,1987,0,7,0.0,0,106,0.0,,,
1987_eca986d585a03890a412587a2f5ccb43,neurips,1987,0,0,0.0,5,191,2.6178,,BOXES|ASE|ACE|BOXES|ASE,
1987_e8adc089e27840d852bf8d13951090b4,neurips,1987,0,17,0.0,0,152,0.0,,,
1987_ee5cc652ce2fdd25562a9411809f6d8f,neurips,1987,0,11,0.0,0,135,0.0,,,
1987_f67b34cb0f0d24b6226178aa6a649cc4,neurips,1987,0,4,0.0,0,78,0.0,,,
1987_fea47a8aa372e42f3c84327aec9506cf,neurips,1987,0,7,0.0,0,103,0.0,,,
1988_149e9677a5989fd342ae44213df68868,neurips,1988,0,4,0.0,2,354,0.565,,HV|HVc,
1988_013d407166ec4fa56eb1e1f8cbe183b9,neurips,1988,0,7,0.0,0,130,0.0,,,
1988_006f52e9102a8d3be2fe5614f42ba989,neurips,1988,0,9,0.0,2,133,1.5038,,VOR|VOR,
1988_0777d5c17d4066b82ab86dff8a46af6f,neurips,1988,0,7,0.0,0,127,0.0,,,
1988_1385974ed5904a438616ff7bdb3f7439,neurips,1988,0,5,0.0,3,104,2.8846,,ALVIS|AL|VIS,
1988_1c9ac0159c94d8d0cbedc973445af2da,neurips,1988,0,9,0.0,0,121,0.0,,,
1988_045117b0e0a11a242b9765e79cbf113f,neurips,1988,0,15,0.0,7,164,4.2683,,BM|BM|BM|BPN|BPN|BM|BPN,
1988_2723d092b63885e0d7c260cc007e8b9d,neurips,1988,0,8,0.0,3,357,0.8403,,HO|ANN|ANN,
1988_02522a2b2726fb0a03bb19f2d8d9524d,neurips,1988,0,7,0.0,0,65,0.0,,,
1988_2a79ea27c279e471f4d180b08d62b00a,neurips,1988,0,7,0.0,0,109,0.0,,,
1988_140f6969d5213fd0ece03148e62e461e,neurips,1988,0,6,0.0,7,343,2.0408,,NJ|CMOS|XOR|CMOS|VLSI|CIllP|COMPONENTS,
1988_0f28b5d49b3020afeecd95b4009adf4c,neurips,1988,0,11,0.0,1,92,1.087,,SICL,
1988_0a09c8844ba8f0936c20bd791130d6b6,neurips,1988,0,7,0.0,0,100,0.0,,,
1988_1d7f7abc18fcb43975065399b0d1e48e,neurips,1988,0,6,0.0,0,180,0.0,,,
1988_202cb962ac59075b964b07152d234b70,neurips,1988,0,5,0.0,0,0,0.0,,,
1988_1afa34a7f984eeabdbb0a7d494132ee5,neurips,1988,1,8,12.5,9,348,2.5862,VLSI,VLSI|CPG|CPG|CENTRAL|PATTERN|GENERATORS|CPG|CPG|CPG,
1988_06409663226af2f3114485aa4e0a23b4,neurips,1988,0,9,0.0,0,0,0.0,,,
1988_1ff8a7b5dc7a7d1f0ed65aaa29c04b1e,neurips,1988,1,12,8.3333,1,56,1.7857,CMOS,CMOS,
1988_069059b7ef840f0c74a814ec9237b6ec,neurips,1988,0,5,0.0,0,0,0.0,,,
1988_07e1cd7dca89a1678042477183b7ac3f,neurips,1988,0,13,0.0,0,125,0.0,,,
1988_2b24d495052a8ce66358eb576b8912c8,neurips,1988,0,16,0.0,0,168,0.0,,,
1988_5878a7ab84fb43402106c575658472fa,neurips,1988,0,2,0.0,2,345,0.5797,,NEURAL|ARCHITECTURE,
1988_3636638817772e42b59d74cff571fbb3,neurips,1988,1,9,11.1111,3,85,3.5294,VLSI,VLSI|ID|CMOS,
1988_2b44928ae11fb9384c4cf38708677c48,neurips,1988,0,9,0.0,0,126,0.0,,,
1988_37a749d808e46495a8da1e5352d03cae,neurips,1988,0,12,0.0,1,147,0.6803,,fISh,
1988_31fefc0e570cb3860f2a6d4b38c6490d,neurips,1988,0,6,0.0,4,75,5.3333,,MOS|ON|VLSI|CMOS,
1988_42a0e188f5033bc65bf8d78622277c4e,neurips,1988,0,3,0.0,0,151,0.0,,,
1988_65b9eea6e1cc6bb9f0cd2a47751a186f,neurips,1988,0,8,0.0,0,117,0.0,,,
1988_4c56ff4ce4aaf9573aa5dff913df997a,neurips,1988,0,14,0.0,1,129,0.7752,,MT,
1988_3def184ad8f4755ff269862ea77393dd,neurips,1988,1,8,12.5,1,129,0.7752,NP,NP,
1988_47d1e990583c9c67424d369f3414728e,neurips,1988,0,11,0.0,1,155,0.6452,,SIN,
1988_65ded5353c5ee48d0b7d48c591b8f430,neurips,1988,0,7,0.0,0,0,0.0,,,
1988_38b3eff8baf56627478ec76a704e9b52,neurips,1988,0,8,0.0,0,104,0.0,,,
1988_5ef059938ba799aaa845e1c2e8a762bd,neurips,1988,0,6,0.0,1,85,1.1765,,PLR,
1988_5f93f983524def3dca464469d2cf9f3e,neurips,1988,1,7,14.2857,9,337,2.6706,MOS,MOS|VLSI|VLSI|CCD|CMOS|VLSI|VLSI|VLSI|VLSI,
1988_4c5bde74a8f110656874902f07378009,neurips,1988,0,7,0.0,1,83,1.2048,,UNIX,
1988_6974ce5ac660610b44d9b9fed0ff9548,neurips,1988,0,8,0.0,6,122,4.918,,TIN2|TIN|TIN|TIN|TIN|TIN2,
1988_3988c7f88ebcb58c6ce932b957b6f332,neurips,1988,0,9,0.0,0,0,0.0,,,
1988_698d51a19d8a121ce581499d7b701668,neurips,1988,0,8,0.0,0,49,0.0,,,
1988_5fd0b37cd7dbbb00f97ba6ce92bf5add,neurips,1988,0,5,0.0,1,99,1.0101,,AI,
1988_6c4b761a28b734fe93831e3fb400ce87,neurips,1988,0,7,0.0,0,0,0.0,,,
1988_7f6ffaa6bb0b408017b62254211691b5,neurips,1988,0,3,0.0,0,317,0.0,,,
1988_6cdd60ea0045eb7a6ec44c54d29ed402,neurips,1988,0,7,0.0,1,173,0.578,,XOR,
1988_8f85517967795eeef66c225f7883bdcb,neurips,1988,0,9,0.0,0,85,0.0,,,
1988_76dc611d6ebaafc66cc0879c71b5db5c,neurips,1988,0,6,0.0,1,58,1.7241,,CMOS,
1988_73278a4a86960eeb576a8fd4c9ec6997,neurips,1988,0,11,0.0,1,66,1.5152,,FFT,
1988_7e7757b1e12abcb736ab9a754ffb617a,neurips,1988,0,7,0.0,2,146,1.3699,,AID|IDS,
1988_7ef605fc8dba5425d6965fbd4c8fbe1f,neurips,1988,0,10,0.0,0,83,0.0,,,
1988_7f1de29e6da19d22b51c68001e7e0e54,neurips,1988,0,7,0.0,5,309,1.6181,,THEa|SEL|SEL|THEO|OPS,
1988_82aa4b0af34c2313a562076992e50aa3,neurips,1988,0,6,0.0,0,164,0.0,,,
1988_812b4ba287f5ee0bc9d43bbf5bbe87fb,neurips,1988,1,9,11.1111,2,122,1.6393,ALVINN,ALVINN|ALVINN,
1988_82161242827b703e6acf9c726942a1e4,neurips,1988,0,6,0.0,1,122,0.8197,,CMAC,
1988_9b8619251a19057cff70779273e95aa6,neurips,1988,0,7,0.0,4,124,3.2258,,SDM|SDM|SDM|SDM,
1988_9872ed9fc22fc182d371c3e9ed316094,neurips,1988,0,7,0.0,0,178,0.0,,,
1988_8f53295a73878494e9bc8dd6c3c7104f,neurips,1988,1,7,14.2857,0,0,0.0,IC,,
1988_8d5e957f297893487bd98fa830fa6413,neurips,1988,0,7,0.0,0,27,0.0,,,
1988_98dce83da57b0395e163467c9dae521b,neurips,1988,0,9,0.0,0,29,0.0,,,
1988_9766527f2b5d3e95d4a733fcfb77bd7e,neurips,1988,0,8,0.0,1,47,2.1277,,PALS,
1988_903ce9225fca3e988c2af215d4e544d3,neurips,1988,0,7,0.0,3,101,2.9703,,SYREN|SYREN|SYREN,
1988_96da2f590cd7246bbde0051047b0d6f7,neurips,1988,0,11,0.0,0,81,0.0,,,
1988_9dcb88e0137649590b755372b040afad,neurips,1988,0,7,0.0,1,207,0.4831,,SRN,
1988_9fc3d7152ba9336a670e36d0ed79bc43,neurips,1988,0,10,0.0,0,129,0.0,,,
1988_a0a080f42e6f13b3a2df133f073095dd,neurips,1988,1,9,11.1111,3,141,2.1277,GEMINI,GEMINI|GEMINI|GEMINI,
1988_a2557a7b2e94197ff767970b67041697,neurips,1988,0,5,0.0,5,335,1.4925,,ABSTRACf|MOSFET|VLSI|MOSFET|MOSFET,
1988_a3c65c2974270fd093ee8a9bf8ae7d0b,neurips,1988,0,8,0.0,0,68,0.0,,,
1988_a4a042cf4fd6bfb47701cbc8a1653ada,neurips,1988,0,10,0.0,0,50,0.0,,,
1988_a5e00132373a7031000fd987a3c9f87b,neurips,1988,0,10,0.0,0,102,0.0,,,
1988_a8baa56554f96369ab93e4f3bb068c22,neurips,1988,0,8,0.0,0,154,0.0,,,
1988_a8f15eda80c50adb0e71943adc8015cf,neurips,1988,0,8,0.0,0,0,0.0,,,
1988_a97da629b098b75c294dffdc3e463904,neurips,1988,0,9,0.0,1,104,0.9615,,US,
1988_ac627ab1ccbdb62ec96e702f07f6425b,neurips,1988,0,6,0.0,3,102,2.9412,,FET|CAM|CAM,
1988_b3e3e393c77e35a4a3f3cbd1e429b5dc,neurips,1988,0,7,0.0,1,23,4.3478,,MAP,
1988_b73ce398c39f506af761d2277d853a92,neurips,1988,0,10,0.0,1,51,1.9608,,DCPS,
1988_c8ffe9a587b126f152ed3d89a146b445,neurips,1988,0,10,0.0,0,149,0.0,,,
1988_bd4c9ab730f5513206b999ec0d90d1fb,neurips,1988,1,11,9.0909,1,77,1.2987,TV,TV,
1988_bf8229696f7a3bb4700cfddef19fa23f,neurips,1988,0,8,0.0,6,349,1.7192,,UK|ASR|SM|ASR|SM|ASR,
1988_c45147dee729311ef5b5c3003946c48f,neurips,1988,0,8,0.0,0,177,0.0,,,
1988_d1f491a404d6854880943e5c3cd9ca25,neurips,1988,0,9,0.0,0,166,0.0,,,
1988_cedebb6e872f539bef8c3f919874e9d7,neurips,1988,1,9,11.1111,5,164,3.0488,MURPHY,MURPHY|XR|MURPHY|MURPHY|MURPHY,
1988_c9e1074f5b3f9fc8ea15d152add07294,neurips,1988,0,6,0.0,0,345,0.0,,,
1988_e00da03b685a0dd18fb6a08af0923de0,neurips,1988,0,6,0.0,0,66,0.0,,,
1988_f7e6c85504ce6e82442c770f7c8606f0,neurips,1988,1,16,6.25,2,145,1.3793,CMU,CMU|RMSS,
1988_da4fb5c6e93e74d3df8527599fa62642,neurips,1988,0,9,0.0,0,0,0.0,,,
1988_ec5decca5ed3d6b8079e2e7e7bacc9f2,neurips,1988,0,5,0.0,0,0,0.0,,,
1988_e2ef524fbf3d9fe611d5a8e90fefdc9c,neurips,1988,0,12,0.0,1,207,0.4831,,NADEL,
1988_ed3d2c21991e3bef5e069713af9fa6ca,neurips,1988,0,5,0.0,0,108,0.0,,,
1988_ec8956637a99787bd197eacd77acce5e,neurips,1988,0,12,0.0,0,120,0.0,,,
1988_f2217062e9a397a1dca429e7d70bc6ca,neurips,1988,0,8,0.0,2,80,2.5,,SONN|SONN,
1988_f0935e4cd5920aa6c7c996a5ee53a70f,neurips,1988,0,8,0.0,0,130,0.0,,,
1988_eecca5b6365d9607ee5a9d336962c534,neurips,1988,0,12,0.0,0,93,0.0,,,
1988_f4b9ec30ad9f68f89b29639786cb62ef,neurips,1988,0,9,0.0,0,184,0.0,,,
1988_f899139df5e1059396431415e770c6dd,neurips,1988,0,16,0.0,17,316,5.3797,,TP|BU|LTP|LTP|CAl|TP|LTD|LTP|LTD|TP|TO|NeW|NY|USA|PO|CA|USA,
1988_fa7cdfad1a5aaf8370ebeda47a1ff1c3,neurips,1988,0,15,0.0,2,125,1.6,,ROBIN|ROle,
1988_fc221309746013ac554571fbd180e1c8,neurips,1988,0,6,0.0,4,113,3.5398,,RBP|RBP|RBP|RBP,
1989_0266e33d3f546cb5436a10798e657d97,neurips,1989,0,5,0.0,0,43,0.0,,,
1989_0e65972dce68dad4d52d063967f0a705,neurips,1989,0,5,0.0,0,45,0.0,,,
1989_03c6b06952c750899bb03d998e631860,neurips,1989,0,12,0.0,0,122,0.0,,,
1989_1700002963a49da13542e0726b7bb758,neurips,1989,0,9,0.0,0,186,0.0,,,
1989_060ad92489947d410d897474079c1477,neurips,1989,0,10,0.0,0,50,0.0,,,
1989_077e29b11be80ab57e1a2ecabb7da330,neurips,1989,0,14,0.0,0,109,0.0,,,
1989_16a5cdae362b8d27a1d8f8c7b78b4330,neurips,1989,0,3,0.0,0,63,0.0,,,
1989_084b6fbb10729ed4da8c3d3f5a3ae7c9,neurips,1989,0,18,0.0,1,127,0.7874,,IIA,
1989_0e01938fc48a2cfb5f2217fbfb00722d,neurips,1989,0,6,0.0,0,81,0.0,,,
1989_01161aaa0b6d1345dd8fe4e481144d84,neurips,1989,0,13,0.0,0,128,0.0,,,
1989_0f49c89d1e7298bb9930789c8ed59d48,neurips,1989,1,6,16.6667,1,52,1.9231,CMAC,CMAC,
1989_06138bc5af6023646ede0e1f7c1eac75,neurips,1989,0,17,0.0,2,129,1.5504,,SDM|DNA,
1989_1534b76d325a8f591b52d302e7181331,neurips,1989,0,5,0.0,0,68,0.0,,,
1989_115f89503138416a242f40fb7d7f338e,neurips,1989,0,10,0.0,3,146,2.0548,,FM|FM|FM,
1989_20f07591c6fcb220ffe637cda29bb3f6,neurips,1989,0,7,0.0,1,143,0.6993,,VLSI,
1989_19f3cd308f1455b3fa09a282e0d496f4,neurips,1989,0,9,0.0,5,74,6.7568,,CHAC|AHS|LERNAS|CHAC|AKS,
1989_13fe9d84310e77f13a6d184dbf1232f3,neurips,1989,0,15,0.0,0,152,0.0,,,
1989_0aa1883c6411f7873cb83dacb17b0afc,neurips,1989,0,9,0.0,0,116,0.0,,,
1989_0336dcbab05b9d5ad24f4333c7658a0e,neurips,1989,0,16,0.0,1,131,0.7634,,HMM,
1989_091d584fced301b442654dd8c23b3fc9,neurips,1989,0,6,0.0,0,0,0.0,,,
1989_48aedb8880cab8c45637abc7493ecddd,neurips,1989,0,19,0.0,0,102,0.0,,,
1989_621bf66ddb7c962aa0d22ac97d69b793,neurips,1989,0,11,0.0,1,132,0.7576,,TI,
1989_289dff07669d7a23de0ef88d2f7129e7,neurips,1989,0,9,0.0,0,97,0.0,,,
1989_274ad4786c3abca69fa097b85867d9a4,neurips,1989,0,8,0.0,2,334,0.5988,,MOTIVATION|SERVOMECHANISMS,
1989_45fbc6d3e05ebd93369ce542e8f2322d,neurips,1989,0,6,0.0,0,40,0.0,,,
1989_36660e59856b4de58a219bcf4e27eba3,neurips,1989,0,10,0.0,0,82,0.0,,,
1989_335f5352088d7d9bf74191e006d8e24c,neurips,1989,0,9,0.0,0,323,0.0,,,
1989_3644a684f98ea8fe223c713b77189a77,neurips,1989,0,9,0.0,0,129,0.0,,,
1989_39059724f73a9969845dfe4146c5660e,neurips,1989,0,8,0.0,5,105,4.7619,,MIT|MA|MRF|MRF|MRF,
1989_4734ba6f3de83d861c3176a6273cac6d,neurips,1989,0,10,0.0,1,101,0.9901,,BPS,
1989_46ba9f2a6976570b0353203ec4474217,neurips,1989,0,8,0.0,0,118,0.0,,,
1989_3b8a614226a953a8cd9526fca6fe9ba5,neurips,1989,0,8,0.0,0,0,0.0,,,
1989_38db3aed920cf82ab059bfccbd02be6a,neurips,1989,0,9,0.0,0,125,0.0,,,
1989_502e4a16930e414107ee22b6198c578f,neurips,1989,1,11,9.0909,5,107,4.6729,VLSI,VOR|VOR|VOR|VLSI|VOR,
1989_577ef1154f3240ad5b9b413aa7346a1e,neurips,1989,0,13,0.0,0,87,0.0,,,
1989_555d6702c950ecb729a966504af0a635,neurips,1989,0,9,0.0,9,362,2.4862,,AP|CA|ABSTRACf|CMOS|DAC|CMOS|EEPROM|CMOS|JPL,
1989_53c3bce66e43be4f209556518c2fcb54,neurips,1989,0,8,0.0,1,67,1.4925,,US,
1989_539fd53b59e3bb12d203f45a912eeaf2,neurips,1989,1,7,14.2857,2,171,1.1696,VLSI,CMOS|MaS,
1989_57aeee35c98205091e18d1140e9f38cf,neurips,1989,0,6,0.0,0,82,0.0,,,
1989_58a2fc6ed39fd083f55d4182bf88826d,neurips,1989,1,7,14.2857,9,182,4.9451,HMM,HMM|HMM|HMM|RBF|RBF|KNN|RBF|HMM|HMM,
1989_63923f49e5241343aa7acb6a06a751e7,neurips,1989,0,9,0.0,0,104,0.0,,,
1989_63dc7ed1010d3c3b8269faf0ba7491d4,neurips,1989,1,10,10.0,5,85,5.8824,VLSI,VLSI|ECAM|CMOS|ECAM|MOS,
1989_7eabe3a1649ffa2b3ff8c02ebfd5659f,neurips,1989,0,9,0.0,0,81,0.0,,,
1989_6a9aeddfc689c1d0e3b9ccc3ab651bc5,neurips,1989,0,11,0.0,0,70,0.0,,,
1989_69adc1e107f7f7d035d7baf04342e1ca,neurips,1989,0,5,0.0,0,0,0.0,,,
1989_705f2172834666788607efbfca35afb3,neurips,1989,0,2,0.0,0,158,0.0,,,
1989_6da9003b743b65f4c0ccd295cc484e57,neurips,1989,0,7,0.0,0,111,0.0,,,
1989_6f3ef77ac0e3619e98159e9b6febf557,neurips,1989,0,11,0.0,1,109,0.9174,,eNS,
1989_74db120f0a8e5646ef5a30154e9f6deb,neurips,1989,0,7,0.0,5,148,3.3784,,BP|BP|BP|BP|BP,
1989_8c19f571e251e61cb8dd3612f26d5ecf,neurips,1989,0,9,0.0,2,108,1.8519,,NeuroGENESYS|NeuroGENESYS,
1989_854d6fae5ee42911677c739ee1734486,neurips,1989,0,7,0.0,0,133,0.0,,,
1989_918317b57931b6b7a7d29490fe5ec9f9,neurips,1989,0,7,0.0,0,67,0.0,,,
1989_7a614fd06c325499f1680b9896beedeb,neurips,1989,0,4,0.0,0,119,0.0,,,
1989_85d8ce590ad8981ca2c8286f79f59954,neurips,1989,0,7,0.0,1,81,1.2346,,LMS,
1989_84d9ee44e457ddef7f2c4f25dc8fa865,neurips,1989,0,9,0.0,0,323,0.0,,,
1989_839ab46820b524afda05122893c2fe8e,neurips,1989,0,6,0.0,0,97,0.0,,,
1989_757b505cfd34c64c85ca5b5690ee5293,neurips,1989,0,7,0.0,0,121,0.0,,,
1989_9188905e74c28e489b44e954ec0b9bca,neurips,1989,0,6,0.0,0,34,0.0,,,
